ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
16004,simple,206733,"METAL CUTTING DISC 4-1/2"" BOSCH",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, BOSCH",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/206733-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/206733-1.jpg",,,,,,,,,0,UOM,NOS,1,1,BRAND,BOSCH,1,1
16005,simple,215378,"METAL CUTTING DISC 4-1/2"" RASTA",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, RASTA",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/215378-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/215378-1.jpg",,,,,,,,,0,UOM,NOS,1,1,BRAND,RASTA,1,1
16006,simple,203079,"METAL CUTTING DISC 4-1/2"" X 1.5 MM RHODIUS",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, RHODIUS",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/203079-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/203079-1.jpg",,,,,,,,,0,UOM,NOS,1,1,BRAND,RHODIUS,1,1
16007,simple,205661,"METAL CUTTING DISC 4-1/2"" X 3 MM ROUDIUS",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, RHODIUS",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/205661-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/205661-1.jpg",,,,,,,,,0,UOM,NOS,1,1,BRAND,RHODIUS,1,1
16008,simple,199652,"METAL CUTTING DISC 4-1/2"" X 3 MM TAILIN",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, TAILIN",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/199652-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/199652-1.jpg",,,,,,,,,0,UOM,NOS,1,1,BRAND,TAILIN,1,1
16009,simple,199418,"METAL CUTTING DISC 4-1/2"" X 3MM TOPAZ",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, TOPAZ",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/199418-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/199418-1.jpg",,,,,,,,,0,UOM,NOS,1,1,BRAND,TOPAZ,1,1
16010,simple,206734,"METAL GRINDING DISC 4-1/2"" BOSCH",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, BOSCH",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,BOSCH,1,1
16011,simple,200008,"METAL GRINDING DISC 4-1/2"" TAILIN",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, TAILIN",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/200008-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/200008-1.jpg",,,,,,,,,0,UOM,NOS,1,1,BRAND,TAILIN,1,1
16012,simple,204944,"METAL GRINDING DISC 4-1/2"" X 6 MM B & D",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, GREEN SMITH",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/204944-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/204944-1.jpg",,,,,,,,,0,UOM,NOS,1,1,BRAND,GREEN SMITH,1,1
16013,simple,199419,"METAL GRINDING DISC 4-1/2"" X 6MM TOPAZ",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, RHODIUS",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/199419-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/199419-1.jpg",,,,,,,,,0,UOM,NOS,1,1,BRAND,RHODIUS,1,1
16014,simple,203026,"METAL GRINDING DISC 4-1/2"" X 7 MM RHODIUS",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, RHODIUS",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/203026-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/203026-1.jpg",,,,,,,,,0,UOM,NOS,1,1,BRAND,RHODIUS,1,1
16015,simple,203376,MIG WIRE 1.2 MM 70S-6 KC-28 KISWEL 15KG,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"KISWEL, MIG WIRE",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/203376-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/203376-1.jpg",,,,,,,,,0,UOM,ROLL,1,1,BRAND,KISWEL,1,1
16016,simple,204906,MIG WIRE 1.2 MM E71T-1 ESAB,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ESAB, MIG WIRE",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/204906-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/204906-1.jpg",,,,,,,,,0,UOM,KGS,1,1,BRAND,ESAB,1,1
16017,simple,199585,MIG WIRE 1.2 MM KC-28 ESAB,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ESAB, MIG WIRE",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/199585-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/199585-1.jpg",,,,,,,,,0,UOM,ROLL,1,1,BRAND,ESAB,1,1
16018,simple,202517,MIG WIRE 1.2 MM KC-71 KISWEL,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"KISWEL, MIG WIRE",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/202517-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/202517-1.jpg",,,,,,,,,0,UOM,ROLL,1,1,BRAND,KISWEL,1,1
16019,simple,210721,ROTARY HAMMER DRILL 10 MM DEWALT D112S-B5,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"DEWALT, POWER TOOLS",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/210721-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/210721-1.jpg",,,,,,,,,0,UOM,NOS,1,1,BRAND,DEWALT,1,1
16020,simple,210722,ROTARY HAMMER DRILL 13 MM DEWALT D024-B5,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,10,"DEWALT, POWER TOOLS",,,"http://alhadiyya.korvage.com/wp-content/uploads/2024/07/210722-1.jpg, http://alhadiyya.korvage.com/wp-content/uploads/2024/07/210722-1.jpg",,,,,,,,,0,UOM,NOS,1,1,BRAND,DEWALT,1,1
16021,simple,212282,ROTARY HAMMER DRILL 20 MM IDEAL ID-HD2-20,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"IDEAL, POWER TOOLS",,,http://alhadiyya.korvage.com/wp-content/uploads/2024/07/212282-1.jpg,,,,,,,,,0,UOM,NOS,1,1,BRAND,IDEAL,1,1
16022,simple,212283,IDEAL ROTARY HAMMER DRILL 24 MM ID-HD2-24,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"IDEAL, POWER TOOLS",,,http://alhadiyya.korvage.com/wp-content/uploads/2024/07/212283-1.jpg,,,,,,,,,0,UOM,NOS,1,1,BRAND,IDEAL,1,1
16023,simple,199645,ROTARY HAMMER DRILL 26 MM MAKITA HR-2630,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"MAKITA, POWER TOOLS",,,http://alhadiyya.korvage.com/wp-content/uploads/2024/07/199645-1.jpg,,,,,,,,,0,UOM,NOS,1,1,BRAND,MAKITA,1,1
16024,simple,202903,ROTARY HAMMER DRILL 35 MM DEWALT D25481K-B5,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"DEWALT, POWER TOOLS",,,http://alhadiyya.korvage.com/wp-content/uploads/2024/07/202903-1.jpg,,,,,,,,,0,UOM,NOS,1,1,BRAND,DEWALT,1,1
16025,simple,211629,ROTARY HAMMER DRILL GBH2-26 DFR BOSCH,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"BOSCH, POWER TOOLS",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,BOSCH,1,1
16026,simple,203908,"SANDING DISC 4-1/2"" 36GR 3M 982C",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"3M, ABBRASIVES",,,http://alhadiyya.korvage.com/wp-content/uploads/2024/07/203908-1.jpg,,,,,,,,,0,UOM,NOS,1,1,BRAND,3M,1,1
16027,simple,201122,"SANDING DISC 4-1/2"" X 100GR HERMES",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, HERMES",,,http://alhadiyya.korvage.com/wp-content/uploads/2024/07/201122-1.jpg,,,,,,,,,0,UOM,PKT,1,1,BRAND,HERMES,1,1
16028,simple,205913,"SANDING DISC 4-1/2"" X 120 GR HERMES",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, HERMES",,,http://alhadiyya.korvage.com/wp-content/uploads/2024/07/205913-1.jpg,,,,,,,,,0,UOM,NOS,1,1,BRAND,HERMES,1,1
16029,simple,199825,"SANDING DISC 4-1/2"" X 120 GR HERMES",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, HERMES",,,,,,,,,,,,0,UOM,PKT,1,1,BRAND,HERMES,1,1
16030,simple,204476,"SANDING DISC 4-1/2"" X 36 GR 3M",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"3M, ABBRASIVES",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,3M,1,1
16031,simple,206273,"SANDING DISC 4-1/2"" X 36 GR KLINGSPOR",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, HERMES",,,,,,,,,,,,0,UOM,PKT,1,1,BRAND,HERMES,1,1
16032,simple,205914,"SANDING DISC 4-1/2"" X 60 GR HERMES",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, HERMES",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,HERMES,1,1
16033,simple,200487,"SANDING DISC 4-1/2"" X 60 GR HERMES",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, HERMES",,,,,,,,,,,,0,UOM,PKT,1,1,BRAND,HERMES,1,1
16034,simple,203116,"SANDING DISC 4-1/2"" X 80 GR 3M",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, HERMES",,,,,,,,,,,,0,UOM,PKT,1,1,BRAND,HERMES,1,1
16035,simple,205915,"SANDING DISC 4-1/2"" X 80 GR HERMES",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, HERMES",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,HERMES,1,1
16036,simple,201123,"SANDING DISC 4-1/2"" X 80 GR HERMES",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, HERMES",,,,,,,,,,,,0,UOM,PKT,1,1,BRAND,HERMES,1,1
16037,simple,206764,"SANDING DISC 4-1/2"" X 80 GR KLINGSPORE",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, KLINGSPORE",,,,,,,,,,,,0,UOM,PKT,1,1,BRAND,KLINGSPORE,1,1
16038,simple,214190,SBD20S2K-B5 COMPACT DRILL 18V BRUSHLESS STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"POWER TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16039,simple,214189,SBH20D2K-B5 HAMMERING DRILL 18V BRUSHLESS STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"POWER TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16040,simple,212763,"SC16-B5 CIRCULAR SAW 7"" 1600W STANLEY",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"POWER TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16041,simple,208816,"SS GRINDING DISC 4-1/2"" MAKITA",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, MAKITA",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,MAKITA,1,1
16042,simple,202098,"SS GRINDING DISC 4-1/2"" X 6 MM TOPAZ",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"ABBRASIVES, TOPAZ",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,TOPAZ,1,1
16043,simple,212770,T10322-800 SNAPPY KNIFE STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16044,simple,215056,T143104-8 SPIRIT LEVEL 80 CM STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16045,simple,213195,T36127-812 MEASURING TAPE 5 MTR STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16046,simple,212756,T43104-8 SPIRIT LEVEL 80 CM STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16047,simple,216178,"T72935-8B BOX SOCKET 1/2""DR X 10 MM SHORT",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16048,simple,216179,"T72937-8B BOX SOCKET 1/2""DR X 12 MM SHORT",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16049,simple,213177,"T72938-8B BOX SOCKET 1/2""DR X 13 MM STANLEY",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16050,simple,216180,"T72940-8B BOX SOCKET 1/2""DR X 15 MM SHORT",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16051,simple,216184,"T72942-8B BOX SOCKET 1/2""DR X 17 MM SHORT",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16052,simple,213178,"T72944-8B BOX SOCKET 1/2""DR X 19 MM STANLEY",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16053,simple,216185,"T72949-8B BOX SOCKET 1/2""DR X 24 MM SHORT",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16054,simple,216186,"T72957-8B BOX SOCKET 1/2""DR X 34 MM SHORT",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16055,simple,216187,"T72958-8B BOX SOCKET 1/2""DR X 36 MM SHORT",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16056,simple,216188,"T73324-8B BOX SOCKET 1/2""DR X 10 MM LONG",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16057,simple,216189,"T73326-8B BOX SOCKET 1/2""DR X 12 MM LONG",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16058,simple,216190,"T73328-8B BOX SOCKET 1/2""DR X 14 MM LONG",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16059,simple,216191,"T73329-8B BOX SOCKET 1/2""DR X 15 MM LONG",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16060,simple,216192,"T73331-8B BOX SOCKET 1/2""DR X 17 MM LONG",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16061,simple,216193,"T73332-8B BOX SOCKET 1/2""DR X 18 MM LONG",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16062,simple,216194,"T73333-8B BOX SOCKET 1/2""DR X 19 MM LONG",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16063,simple,216195,"T73335-8B BOX SOCKET 1/2""DR X 22 MM LONG",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16064,simple,216196,"T73337-8B BOX SOCKET 1/2""DR X 24 MM LONG",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16065,simple,216197,"T73338-8B BOX SOCKET 1/2""DR X  27 MM LONG",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16066,simple,216198,"T73340-8B BOX SOCKET 1/2""DR X 32 MM LONG",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16067,simple,212990,T77592-1 Cross 90 Cross Line + 90? Beam Green,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16068,simple,216150,T80219-8B COMBINATION SPANNER 10 MM STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16069,simple,213175,T80222-8B COMBINATION SPANNER 12 MM STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16070,simple,213176,T80223-8B COMBINATION SPANNER 13 MM STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16071,simple,214043,T80229-8B COMBINATION SPANNER 17 MM STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16072,simple,214045,T80233-8B COMBINATION SPANNER 19 MM STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16073,simple,214046,T80235-8B COMBINATION SPANNER 21 MM STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16074,simple,214047,T80236-8B COMBINATION SPANNER 22 MM STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16075,simple,216209,T80239-8B COMBINATION SPANNER 24 MM,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16076,simple,212862,T80940-8 BLACK POUCH SET 8PCS STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16077,simple,212863,T80942-8 BLACK POUCH SET 11PCS STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16078,simple,212864,T80944-8 BLACK POUCH SET 14PCS STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,NOS,1,1,BRAND,STANLEY,1,1
16079,simple,213287,T80944-8 SPANNER SET 6 TO 32 14PCS STANLEY,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"HAND TOOLS, STANLEY",,,,,,,,,,,,0,UOM,SET,1,1,BRAND,STANLEY,1,1
16080,simple,216113,"TFXSDSCSKZ 8 X 1-1/4"" CSK SELF DRILLING SCREW",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"FASTNERS, TUF FIX",,,,,,,,,,,,0,UOM,PKT,1,1,BRAND,TUF FIX,1,1
16081,simple,216032,"TFXSDSHW SELF DRILLING SCREW 14 X 1-1/2""",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"FASTNERS, TUF FIX",,,,,,,,,,,,0,UOM,PKT,1,1,BRAND,TUF FIX,1,1
16082,simple,215290,"TFXSDSTPZ 6 X1-1/2"" SELF DRILLING SCR",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"FASTNERS, TUF FIX",,,,,,,,,,,,0,UOM,PKT,1,1,BRAND,TUF FIX,1,1
16083,simple,214957,"TFXSDSTPZ 8 X 2-1/2"" TRUSS HEAD SELF DRILLING",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"FASTNERS, TUF FIX",,,,,,,,,,,,0,UOM,PKT,1,1,BRAND,TUF FIX,1,1
16084,simple,214361,TFXSSXZ73-40 SAFETY SHOES 40 HONEY COLOR,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"SAFETY EQUIPMENTS, TUF FIX",,,,,,,,,,,,0,UOM,PAIR,1,1,BRAND,TUF FIX,1,1
16085,simple,214363,TFXSSXZ73-41 SAFETY SHOES 41 HONEY COLOR,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"SAFETY EQUIPMENTS, TUF FIX",,,,,,,,,,,,0,UOM,PAIR,1,1,BRAND,TUF FIX,1,1
16086,simple,214362,TFXSSXZ73-41 SAFETY SHOES 43 HONEY COLOR,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"SAFETY EQUIPMENTS, TUF FIX",,,,,,,,,,,,0,UOM,PAIR,1,1,BRAND,TUF FIX,1,1
16087,simple,215591,TFXTF01LP-39 SAFETY SHOES 39 H/A TUFFIX,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"SAFETY EQUIPMENTS, TUF FIX",,,,,,,,,,,,0,UOM,PAIR,1,1,BRAND,TUF FIX,1,1
16088,simple,215221,TFXTF01LP-40 SAFETY SHOES H/A TUF FIX,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"SAFETY EQUIPMENTS, TUF FIX",,,,,,,,,,,,0,UOM,PAIR,1,1,BRAND,TUF FIX,1,1
16089,simple,215222,TFXTF01LP-41 SAFETY SHOES H/A TUF FIX,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"SAFETY EQUIPMENTS, TUF FIX",,,,,,,,,,,,0,UOM,PAIR,1,1,BRAND,TUF FIX,1,1
16090,simple,215223,TFXTF01LP-42 SAFETY SHOES H/A TUF FIX,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"SAFETY EQUIPMENTS, TUF FIX",,,,,,,,,,,,0,UOM,PAIR,1,1,BRAND,TUF FIX,1,1
16091,simple,215224,TFXTF01LP-43 SAFETY SHOES H/A TUF FIX,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"SAFETY EQUIPMENTS, TUF FIX",,,,,,,,,,,,0,UOM,PAIR,1,1,BRAND,TUF FIX,1,1
16092,simple,215225,TFXTF01LP-44 SAFETY SHOES H/A TUF FIX,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"SAFETY EQUIPMENTS, TUF FIX",,,,,,,,,,,,0,UOM,PAIR,1,1,BRAND,TUF FIX,1,1
16093,simple,215226,TFXTF01LP-45 SAFETY SHOES H/A TUF FIX,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"SAFETY EQUIPMENTS, TUF FIX",,,,,,,,,,,,0,UOM,PAIR,1,1,BRAND,TUF FIX,1,1
16094,simple,215227,TFXTF02LP-41 SAFETY SHOES L/A TUF FIX,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"SAFETY EQUIPMENTS, TUF FIX",,,,,,,,,,,,0,UOM,PAIR,1,1,BRAND,TUF FIX,1,1
16095,simple,215228,TFXTF02LP-42 SAFETY SHOES L/A TUF FIX,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"SAFETY EQUIPMENTS, TUF FIX",,,,,,,,,,,,0,UOM,PAIR,1,1,BRAND,TUF FIX,1,1
16096,simple,215229,TFXTF02LP-43 SAFETY SHOES L/A TUF FIX,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,"SAFETY EQUIPMENTS, TUF FIX",,,,,,,,,,,,0,UOM,PAIR,1,1,BRAND,TUF FIX,1,1
